Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR25568385,2023-10-01 11:37:19,2023-08-08 08:36:30,23496958,1174847900,0,50,972,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568385/SRR25568385.lite.1,SRX21297117,QD3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546224,SAMN36887633,simple,10090,Mus musculus,QD3,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,4F876F2BA42039764A765DF5EF5050DC,95006856B2ECC5F1693AA0A81AD743B7
SRR25568384,2023-10-01 11:37:19,2023-08-08 08:37:29,23515368,1175768400,0,50,978,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568384/SRR25568384.lite.1,SRX21297118,PQD1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546225,SAMN36887634,simple,10090,Mus musculus,PQD1,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,37B9EE8FDC02A02AB07B9668F15CAC98,34FD53933010EF618D9C680B46A9B884
SRR25558008,2023-08-12 00:02:20,2023-08-07 23:22:06,22343873,6747849646,22343873,302,2217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558008/SRR25558008.lite.1,SRX21286806,GSM7692330,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536919,SAMN36878581,simple,10090,Mus musculus,GSM7692330,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,11C69CDF615B626F35E19887C85F34E8,0AD47E30EB759C8684B34746051318B9
SRR25558004,2023-08-12 00:02:20,2023-08-07 23:13:20,26689703,8060290306,26689703,302,2627,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558004/SRR25558004.lite.1,SRX21286810,GSM7692331,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536923,SAMN36878580,simple,10090,Mus musculus,GSM7692331,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,6CF1FFC2448476234DB2A1A95FC5275A,B90E4A3F9C07CFF5490633D390604043
SRR25558007,2023-08-12 00:02:20,2023-08-07 23:25:28,21752122,6569140844,21752122,302,2159,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558007/SRR25558007.lite.1,SRX21286807,GSM7692332,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536920,SAMN36878579,simple,10090,Mus musculus,GSM7692332,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,A3969B870A4D4E498D4F8694C1F69945,81259FF1824CCEE6455BFFB37DAC830D
SRR25558006,2023-08-12 00:02:20,2023-08-07 23:30:27,26144488,7895635376,26144488,302,2564,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558006/SRR25558006.lite.1,SRX21286808,GSM7692333,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536921,SAMN36878578,simple,10090,Mus musculus,GSM7692333,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,3A5DC91216553C3BCBA2A41BB4886E32,117D53AC52706ED38CD91DE71F49C079
SRR25558005,2023-08-12 00:02:20,2023-08-07 23:18:36,26567171,8023285642,26567171,302,2584,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558005/SRR25558005.lite.1,SRX21286809,GSM7692334,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536922,SAMN36878577,simple,10090,Mus musculus,GSM7692334,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,1C5788714D7EBA10ADAD31766A302852,4687FEC2629B1EB0536C24872826DE62
SRR25558009,2023-08-12 00:02:20,2023-08-07 23:17:45,27296291,8243479882,27296291,302,2640,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558009/SRR25558009.lite.1,SRX21286805,GSM7692318,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536918,SAMN36878592,simple,10090,Mus musculus,GSM7692318,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,E852A00EB650E2409933F3335D8D48A8,8759712D0FD8B695105A179F289401BD
SRR25558010,2023-08-12 00:02:20,2023-08-07 23:18:11,25726432,7769382464,25726432,302,2618,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558010/SRR25558010.lite.1,SRX21286804,GSM7692319,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536917,SAMN36878591,simple,10090,Mus musculus,GSM7692319,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,BF1837ED5A783F6F1609326C74ED33A0,DC82FB1B4060BAA1FB5F8A8168AD6300
SRR25558011,2023-08-12 00:02:20,2023-08-07 23:16:21,21898846,6613451492,21898846,302,2158,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558011/SRR25558011.lite.1,SRX21286803,GSM7692320,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536916,SAMN36878590,simple,10090,Mus musculus,GSM7692320,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,E09BB272E34E40A52E2F5E4F3D21F74C,7AEECB17110BB137B75E7291DDD9EF91
SRR25558012,2023-08-12 00:02:20,2023-08-07 23:15:25,26337273,7953856446,26337273,302,2566,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558012/SRR25558012.lite.1,SRX21286802,GSM7692321,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536915,SAMN36878589,simple,10090,Mus musculus,GSM7692321,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,F6D8AA6A5210C83D13758443C8753E33,69A5003EC06BC118943F65D0B6DBD026
SRR25558013,2023-08-12 00:02:20,2023-08-07 23:12:39,21195388,6401007176,21195388,302,2078,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558013/SRR25558013.lite.1,SRX21286801,GSM7692322,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536914,SAMN36878588,simple,10090,Mus musculus,GSM7692322,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,A54B935B1234FB3A1DCF3FCEEF147CFE,09487E54A581C7E2F8F8BF0D5996570B
SRR25558014,2023-08-12 00:02:20,2023-08-07 23:13:25,26610730,8036440460,26610730,302,2696,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558014/SRR25558014.lite.1,SRX21286800,GSM7692323,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536913,SAMN36878587,simple,10090,Mus musculus,GSM7692323,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,E9DD29E238DE2341AE3D943F5F8848AA,C5BC253E7B638746AFEA28AE66104842
SRR25558015,2023-08-12 00:02:20,2023-08-07 23:19:04,28884092,8722995784,28884092,302,2910,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558015/SRR25558015.lite.1,SRX21286799,GSM7692325,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536912,SAMN36878586,simple,10090,Mus musculus,GSM7692325,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,AC5E627D1ED6EB84B83AE8A6FDE9B07A,9D1621ED39182CA7A4D258D09142B800
SRR25558016,2023-08-12 00:02:20,2023-08-07 23:17:40,25497524,7700252248,25497524,302,2538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558016/SRR25558016.lite.1,SRX21286798,GSM7692326,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536911,SAMN36878585,simple,10090,Mus musculus,GSM7692326,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,F8A04D9DD65F894A156C3A18BBE3B373,022279C8C9CCE2695FD18C8ED4FF5A99
SRR25558017,2023-08-12 00:02:20,2023-08-07 23:21:19,24404107,7370040314,24404107,302,2443,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558017/SRR25558017.lite.1,SRX21286797,GSM7692327,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536909,SAMN36878584,simple,10090,Mus musculus,GSM7692327,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,993D0B6174066B53448629A0287C67EC,A0AE5878B4FD9BDA87002A03058AE4BE
SRR25558018,2023-08-12 00:02:20,2023-08-07 23:20:08,30307376,9152827552,30307376,302,3004,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558018/SRR25558018.lite.1,SRX21286796,GSM7692328,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536910,SAMN36878583,simple,10090,Mus musculus,GSM7692328,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,27C60EF84720EF458D6AD0277A42AC22,C483B7FE06E6143A91FB6C7C39B0FCF8
SRR25558023,2023-08-12 00:02:20,2023-08-07 23:23:07,25525192,7708607984,25525192,302,2564,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558023/SRR25558023.lite.1,SRX21286791,GSM7692314,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536904,SAMN36878596,simple,10090,Mus musculus,GSM7692314,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,EA3C941487813EFE0841B17A90B26178,9EDC84923FD170AB3AFD78FC9070820D
SRR25558022,2023-08-12 00:02:20,2023-08-07 23:32:52,27720161,8371488622,27720161,302,2701,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558022/SRR25558022.lite.1,SRX21286792,GSM7692315,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536905,SAMN36878595,simple,10090,Mus musculus,GSM7692315,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,78093F3D1FC3BE3E9BE1F4C0D33446CF,20B614B6D1581C3BF516D75BD574EEAB
SRR25558020,2023-08-12 00:02:20,2023-08-07 23:18:07,29564999,8928629698,29564999,302,2864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558020/SRR25558020.lite.1,SRX21286794,GSM7692316,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536907,SAMN36878594,simple,10090,Mus musculus,GSM7692316,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,82D26541AEB02C71A8322D7AB163D4FD,5A7F883B966208CFB305BC8FFD23C0B9
SRR25558021,2023-08-12 00:02:20,2023-08-07 23:16:19,28513432,8611056464,28513432,302,2788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558021/SRR25558021.lite.1,SRX21286793,GSM7692317,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536906,SAMN36878593,simple,10090,Mus musculus,GSM7692317,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,B5520DEEABD4A1EF3DC575B52DB16A59,90A08345F33451A9806DB3CF7098278C
SRR25558019,2023-08-12 00:02:20,2023-08-07 23:17:42,26079893,7876127686,26079893,302,2578,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558019/SRR25558019.lite.1,SRX21286795,GSM7692329,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536908,SAMN36878582,simple,10090,Mus musculus,GSM7692329,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,B4A168140DD4365F54C0A10412CBD2F8,941B61662A0014DB258BF5784A84F281
SRR25557948,2023-08-12 00:02:20,2023-08-07 23:16:08,33167503,10016585906,33167503,302,3222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557948/SRR25557948.lite.1,SRX21286775,GSM7690778,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536888,SAMN36878565,simple,10090,Mus musculus,GSM7690778,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,8CDBF2E666226D3712EA23565CF67AF2,6FD0CEE2434945BF3D1749A475B13542
SRR25558027,2023-08-12 00:02:20,2023-08-07 23:14:34,22218235,6709906970,22218235,302,2146,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558027/SRR25558027.lite.1,SRX21286787,GSM7692310,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536900,SAMN36878600,simple,10090,Mus musculus,GSM7692310,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,AC0B44A442A8553F6322C02F2EC70803,6D1A9952F9C7C628BB7BC7A833708C1A
SRR25558026,2023-08-12 00:02:20,2023-08-07 23:17:05,24843360,7502694720,24843360,302,2429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558026/SRR25558026.lite.1,SRX21286788,GSM7692311,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536901,SAMN36878599,simple,10090,Mus musculus,GSM7692311,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,51623CA7AAFC616F69006C20C26CA772,C6B4C0388C4740E4CF76BA80C1A59FC2
SRR25558025,2023-08-12 00:02:20,2023-08-07 23:17:14,24847650,7503990300,24847650,302,2454,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558025/SRR25558025.lite.1,SRX21286789,GSM7692312,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536902,SAMN36878598,simple,10090,Mus musculus,GSM7692312,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,19AE8CE0193A42EA532E74A14FB59E7B,CE9105D3260CDA8BFF2C9BEE83B69D61
SRR25558024,2023-08-12 00:02:20,2023-08-07 23:20:37,33539422,10128905444,33539422,302,3414,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558024/SRR25558024.lite.1,SRX21286790,GSM7692313,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3,1003103,SRS18536903,SAMN36878597,simple,10090,Mus musculus,GSM7692313,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,2323DA124CC2240F277D70EBC6953E0E,151D3F090593FE9B0F77002DAB49A02F
SRR25557949,2023-08-12 00:02:20,2023-08-07 23:17:03,35629928,10760238256,35629928,302,3468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557949/SRR25557949.lite.1,SRX21286774,GSM7690779,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536887,SAMN36878564,simple,10090,Mus musculus,GSM7690779,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,AC41D13F89624E36DA12170CEC54A3FF,3A1EE49DFB9C6D0DAC2D59FB01A3F475
SRR25557950,2023-08-12 00:02:20,2023-08-07 23:16:51,34019102,10273768804,34019102,302,3316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557950/SRR25557950.lite.1,SRX21286773,GSM7690780,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536886,SAMN36878563,simple,10090,Mus musculus,GSM7690780,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,FDF251B953A9B842CF149C598B90C3B1,F1587B1754916B370C33927DE0EF5185
SRR25557951,2023-08-12 00:02:20,2023-08-07 23:21:04,35477467,10714195034,35477467,302,3450,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557951/SRR25557951.lite.1,SRX21286772,GSM7690781,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536885,SAMN36878562,simple,10090,Mus musculus,GSM7690781,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,CCC4D8DC5AF3D481F886FCA172D53D8E,F9A28401EE8DE4A1601D2470412A9B33
SRR25557952,2023-08-12 00:02:20,2023-08-07 23:22:17,35163516,10619381832,35163516,302,3433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557952/SRR25557952.lite.1,SRX21286771,GSM7690782,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536884,SAMN36878561,simple,10090,Mus musculus,GSM7690782,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,DEF9FD33E179972C739E4FA653E7DDC9,08166A5BEE88B2B5CF4E71F0859EC7B7
SRR25557953,2023-08-12 00:02:20,2023-08-07 23:18:10,39542802,11941926204,39542802,302,3909,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557953/SRR25557953.lite.1,SRX21286770,GSM7690783,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536883,SAMN36878560,simple,10090,Mus musculus,GSM7690783,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,09E3716ECC21D5885576F991F33A8548,2193FFFE14ED64B0987A850A1D5A9E16
SRR25557958,2023-08-12 00:02:20,2023-08-07 23:17:35,37128236,11212727272,37128236,302,3594,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557958/SRR25557958.lite.1,SRX21286765,GSM7690776,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536878,SAMN36878567,simple,10090,Mus musculus,GSM7690776,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,06CDD83AE63EB22B54C579EE3439A7F2,356C622A3A5BD0193EDAD59F54AB5096
SRR25557957,2023-08-12 00:02:20,2023-08-07 23:20:22,32703207,9876368514,32703207,302,3188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557957/SRR25557957.lite.1,SRX21286766,GSM7690775,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536879,SAMN36878568,simple,10090,Mus musculus,GSM7690775,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,F743331D90956EDEDA75EBA7B10C392E,FB7230898C86B35BFB88A1D524DAAFEF
SRR25557956,2023-08-12 00:02:20,2023-08-07 23:18:52,42237449,12755709598,42237449,302,4147,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557956/SRR25557956.lite.1,SRX21286767,GSM7690787,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536880,SAMN36878557,simple,10090,Mus musculus,GSM7690787,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,97F6DCA7EC0DF5863D4FDC1A68CFEDEC,3C91FA20ABE182D3394E912D59533F08
SRR25557955,2023-08-12 00:02:20,2023-08-07 23:27:23,40897722,12351112044,40897722,302,4021,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557955/SRR25557955.lite.1,SRX21286768,GSM7690786,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536881,SAMN36878558,simple,10090,Mus musculus,GSM7690786,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,B74AF9A444CC9FE3E164B90458D0A73C,FD1FE121B325CBE9C0B99B401799950E
SRR25557954,2023-08-12 00:02:20,2023-08-07 23:18:51,41676858,12586411116,41676858,302,4091,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557954/SRR25557954.lite.1,SRX21286769,GSM7690785,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3,1003104,SRS18536882,SAMN36878559,simple,10090,Mus musculus,GSM7690785,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,8AB3724A5D5FC5EC332147E2DE8DB5BF,702DF85BEE1056746F52FF6A6B3C56B6
SRR25556547,2023-08-12 00:02:19,2023-08-07 21:30:48,21817531,6588894362,21817531,302,2535,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556547/SRR25556547.lite.1,SRX21285567,GSM7692528,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3,1003105,SRS18535840,SAMN36877057,simple,10090,Mus musculus,GSM7692528,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,9560644FEBA12A825D68803DCE78A0FE,082414773D65BC7231C9EE369FFB9326
SRR25556546,2023-08-12 00:02:19,2023-08-07 21:33:12,21798043,6583008986,21798043,302,2539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556546/SRR25556546.lite.1,SRX21285568,GSM7692529,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3,1003105,SRS18535841,SAMN36877056,simple,10090,Mus musculus,GSM7692529,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,17EC49E51A7D2D615280D78575149C9A,20AF2EE5F7BF85EAC8AD82ABF32554E9
SRR25556544,2023-08-12 00:02:19,2023-08-07 21:29:06,21773926,6575725652,21773926,302,2534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556544/SRR25556544.lite.1,SRX21285570,GSM7692531,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3,1003105,SRS18535842,SAMN36877054,simple,10090,Mus musculus,GSM7692531,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,B096E2D127FA60D0FBFE68EADE2C7951,BBC1C2495FFCDE01C0C37107B7F473E3
